name,lat,lon
Jacura,11.0736954,-68.9539593
Don Mueang,13.8513777,100.5635071
Wangchang,40.401045,117.998902
Gopaan,-7.0014,112.5106
Ludvika,60.1536833,15.196697
Burnside,55.9206837,-3.5420426
Mendoza,-34.5795379,-58.487763
Ulan Us,44.30672,85.871393
Xinlin,40.7773081,-74.0186386
Jilong,28.852393,85.297534
Bīleh Savār,39.3822864,48.3501725
Sumanding,-6.5640911,110.8642328
Delgermörön,46.516667,98.35
Mossoró,-5.1841285,-37.3477805
Jinzhou,41.095685,121.1268459
Sananduva,-27.950568,-51.8148609
Slovenske Konjice,46.3369191,15.4214708
Lavrica,46.0036703,14.5753497
Ciénaga de Oro,8.8105088,-75.632447
Maliang,26.27436,106.586543
Mulan,45.950582,128.043465
La Condamine,43.7349329,7.423264
Aţ Ţīrah,31.87022,35.12682
Sorinomo,-8.2531136,117.7959713
Potiskum,11.7072355,11.0824912
San Pedro Ayampuc,14.7833743,-90.4537748
Ratchaburi,13.5368344,99.8276962
Galatás,37.4968471,23.447887
Caluquembe,-13.7866658,14.687936
Krajan Waturoyo,-6.5951,111.0566
Gelang,-6.4931733,110.876154
Padamulya,-7.0478731,107.7473363
Liugong,24.3154419,109.3656914
Baicaogou,43.267167,129.618208
Louny,50.3539812,13.8033551
Palermo,2.886246,-75.433419
Haoxinying,40.88222,111.715
Qingyang,35.709077,107.643631
Shiqiao,22.948016,113.366904
Bani,16.1779407,119.8572781
Banī Khallād,36.6478364,10.5915072
Zhinvali,42.1102695,44.7710122
Asahi,38.1162631,140.8585745
Hoçisht,40.605681,20.9193691
Calaba,17.622182,120.6190252
Sumber,-7.9454654,113.0845936
Talanga,14.4137091,-87.0873978
Borzęta,49.86228,19.97924
Tokoname,34.8838824,136.870408
Petkovci,44.4528239,19.0902035
Muñoz East,14.6411839,121.0469082
Osias,14.5655554,121.0335158
Maştağa,40.5329933,50.0035678
Mingguang,32.777055,117.989199
União,-4.5848377,-42.8572386
Kasama,36.3845687,140.2519636
Ilagan,17.0977975,121.8540162
Krajan,-7.5450262,111.6556388
Tornio,66.000926,24.3895975
Las Palmas,20.8743656,-101.5188815
Tama,-29.4075749,-66.8349174
Luknovo,55.7422912,37.5051617
Esfarāyen,37.0666772,57.496673
Kryry,50.1752701,13.4331372
Guayatá,4.968157,-73.490098
Karangboyo,-7.1309871,111.591546
Polomolok,6.2368262,125.0897383
Rusnė,55.29639,21.37583
Hoeryŏng,42.4324196,129.741477
Dembéni,-11.8769261,43.4054565
Huangqiao,32.240853,120.2326771
Monterrey,15.5900396,-87.879523
Lawrenceville,33.9255183,-83.9214896
Yasnyy,51.0288293,59.8683611
Tsyurupyns’k,46.6199321,32.7072675
Stockholm,59.3092322,18.0807273
Katy,29.7857853,-95.8243956
Xiangtang,28.430921,115.969683
Lüderitz,-26.6420382,15.1639082
Stockholm,59.3356837,18.0778717
Pathum Ratchawongsa,15.9005049,104.9361753
Saint-Paul,-21.0504707,55.2828404
San Diego,32.7495898,-117.1046198
Shuiyuan,38.052038,114.466022
At-Bashi,41.1694718,75.8098141
Ai Tu,16.7670685,107.1454981
Calçada,42.0328151,-8.6450785
Dan Khun Thot,15.1786657,101.7637775
Sanchahe,27.951331,92.009188
Mesa,0.400097,128.281906
Languan,31.598726,120.301716
Vitória de Santo Antão,-8.1224204,-35.2888717
Ticaco,-15.9254,-69.3354
Aya,51.954075,85.800614
Iporã,-24.0260564,-53.758612
Reforma,17.8579334,-93.1548091
Shamkhor,40.8288144,46.0166879
Belén,9.3756584,-83.7053072
Богданци,41.2033027,22.5760759
Dadong,41.805137,123.4699481
Penamacor,40.1686749,-7.1721914
Setun’,55.7213879,37.40292
Pasadena,34.1349887,-118.1507494
Philadelphia,39.9583587,-75.1953934
Kyzyldzhar,43.5741222,59.1027912
Jankovec,41.11028,21.01139
Thung Khru,13.6332855,100.4958678
Saint-Augustin,48.4590993,-67.4401254
Ivouani,-11.388934,43.390991
Fūman,37.2203773,49.3095058
Přibyslav,50.3736428,16.1685899
Nanga Eboko,4.6740235,12.3750266
Pagelaran,-8.197451,112.6079459
Lianjiangkou,46.857141,130.325723
Bulianhe,41.28932,111.206475
Taurija,-8.371078,-77.32901
Udi,6.3203695,7.4083958
Châteauroux,46.8087637,1.6937962
Washington,38.92,-76.99
Sisŏphŏn,13.5955617,102.9665821
Enköping,59.6517905,17.0779098
San Vicente,14.7596318,121.0589081
Wakayama-shi,34.2398892,135.2395881
Fulu,52.3716937,4.8925949
Fos-sur-Mer,43.454956,4.946467
Montrouge,44.9532555,2.8218035
Kaligutan,7.7688818,125.8239543
Västerås,59.6845926,16.6212715
Rodolívos,40.9201953,23.9742039
Afanas’yeva,52.2590681,104.2366111
Sar-e Pul,35.6707473,66.0463534
Campamento,14.547741,-86.6661453
A’yi Take,44.4286616,125.1864669
Bryukhovychi,49.900535,23.9517484
Fond du Sac,-20.0495323,57.584421
Água Retorta,37.7616723,-25.1607541
Bendilwungu Lor,-8.1234892,111.9597014
Chifeng,42.25785,118.886931
Port Nolloth,-28.8241753,17.256296
El Copey,10.148976,-73.960233
Zlechov,49.0733587,17.3859903
Balaogan,13.4291,123.279
Dongchuan,26.082873,103.187824
Idanha-a-Nova,39.9226488,-7.2372538
Lubao,23.354192,112.908203
Vyborg,60.6302526,28.7309501
Kandi,11.1305191,2.9325785
Bojong,-6.9828037,109.5568089
Ramat Yishay,32.704029,35.166003
Pomerode,-26.7376205,-49.1743626
Filótion,37.0514525,25.4982396
Prey Veng,11.3802442,105.5005483
Shanglaxiu,32.848472,96.583409
Novokubansk,45.1141124,41.0051614
Novotroitskaya,45.2981711,41.5285717
Bruzual,8.047281,-69.3339418
Rybinsk,58.0312993,38.6043668
Shinpokh,34.3296,71.17852
Syracuse,42.9979838,-76.1377935
Tōno,35.7026142,137.6919306
les Escaldes,42.5100804,1.5387862
Laoshawan,44.639079,85.784329
La Unión,-9.7744129,-76.785759
Leidian,30.520783,120.145342
Vista Hermosa,17.7855637,-99.9792312
Kítsi,37.8519345,23.8408158
Alma,48.55009,-71.6491
Tuapse,44.0752881,39.0848844
Balma,43.6227518,1.5256514
Sacramento,38.58,-121.49
Jackson,32.3630585,-90.1475822
Trablice,51.35249,21.12877
Kowingir,-9.4583,120.0497
Loppi,60.7207077,24.4417258
Staraya Derevnya,60.0024341,30.2410163
Novi Beograd,44.8099561,20.380088
Incheon,37.4562557,126.7052062
Huili,26.655026,102.244683
Sernur,56.93333,49.15361
Chalon-sur-Saône,46.791046,4.840663
Fátima,39.6208162,-8.6563967
Beibei,29.805107,106.395612
Huayuan,28.572029,109.482078
Lusaka,-15.3875259,28.3228165
Narvacan,17.4190115,120.4752304
Al Ḩusayn,13.783333,44.783333
Nantes,47.2550409,-1.5401497
Nikita,44.5143074,34.2353848
Alingsås,57.9244338,12.544198
Bryansk,53.3249623,34.374358
Ankazondandy,-18.7,47.783333
Wangzuizi,36.222959,107.788257
Nanqi,34.2816848,109.002843
Donghe,40.576319,110.044106
Azua,18.4445307,-69.9316834
Tangier,35.7594651,-5.8339543
Kálymnos,36.9522824,26.9807653
Złotniki Kujawskie,52.8886634,18.1227285
Gulai,22.975052,106.342399
Nizao,18.5058296,-70.3051347
Quảng Yên,20.9334638,106.8414374
Baitian,27.920538,112.410073
Jinfeng,38.47436,106.239679
Dapaong,10.8733058,0.2010233
Linköping,58.395367,15.509217
Kępie Żaleszańskie,50.643436,21.888524
Zhenhai,29.948998,121.716539
Bayshint,49.663978,90.2905901
Chimoio,-19.1054879,33.4607744
Paris 19,43.4945737,5.8978018
Nizhniy Tsasuchey,50.515804,115.126221
Tambawel,12.4069994,4.647618
Chenôve,47.2876246,5.0131814
Si Racha,13.1641308,100.9216588
Farasān,16.701895,42.120984
Hengfan,34.2904302,113.3823545
Mananara,-16.1705547,49.765208
Pulau Pinang,5.419092,100.343645
Jalinan,-6.1841954,106.8310178
Oued Laou,35.4449242,-5.0937101
Pervomayskiy,53.2109968,40.3495943
Pelabuhan Dagang,-1.133947,103.0702646
Lancai,35.6643,101.818401
San Jacinto,12.5640276,123.7304111
San Antonio,29.422658,-98.4869905
Bunder,-6.5573445,107.4292386
Shengshan,30.233195,121.329456
Kelowna,49.8856767,-119.4783845
Pancoran,-6.2523005,106.8473377
Eg-Uur,50.1155463,101.5872539
Bayt Ūmmar,31.62329,35.10446
Porecatu,-22.7238417,-51.4099625
Xike,31.228026,121.454211
Sumuragung,-7.1665502,111.9969626
Três Coroas,-29.4950673,-50.7802377
High Point,36.04,-80
Huaicheng,40.882377,122.685217
